id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
89457,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1296,1,3,1,1,5,1,5,5,5,5,5,3,1,5,0,0
22460,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1823,5,2,,3,4,5,4,4,2,4,3,1,4,4,15,30
51122,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,112,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0
50668,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1286,5,2,5,3,2,3,3,3,3,5,3,4,3,2,31,27
50963,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1891,1,3,1,1,1,1,1,1,2,5,3,4,4,1,47,32
1286,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1910,1,3,1,1,5,1,5,5,4,5,3,2,5,5,0,0
44589,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,942,5,2,5,3,2,4,3,5,5,5,1,4,5,4,0,0
46697,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1662,1,3,1,1,3,1,2,3,4,4,5,2,5,3,0,0
23719,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1366,1,3,1,1,3,1,3,3,5,1,4,2,4,3,4,0
31810,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,4182,5,2,5,3,3,3,4,4,4,5,1,4,4,3,4,33
91964,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3963,5,2,5,3,2,5,2,2,5,4,4,4,5,2,0,0
80192,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,3795,1,3,1,2,1,3,3,4,1,3,2,3,3,3,26,19
80182,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,3517,1,3,1,2,1,3,5,3,5,2,5,5,1,5,0,0
56993,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,3515,5,2,5,3,5,5,2,5,1,2,4,4,4,5,0,10
76282,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,3069,1,3,1,2,5,1,3,5,1,2,3,1,3,5,0,0
60850,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2969,1,3,1,2,4,1,4,4,4,3,2,1,3,4,64,85
91522,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,2513,1,3,1,2,2,1,2,2,3,3,3,3,2,2,0,0
66431,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,2520,1,3,1,2,4,1,5,4,1,1,2,4,2,4,0,0
34519,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3154,1,3,1,2,5,1,5,5,3,2,1,3,5,5,0,8
119743,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2884,1,3,1,2,5,1,5,5,5,5,4,1,1,5,0,0
105940,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,1510,5,2,5,3,3,4,4,2,2,5,2,1,2,2,20,12
67353,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2645,5,2,5,4,5,5,3,3,3,4,4,3,3,3,0,0
60400,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1494,5,2,5,4,2,3,4,3,3,5,3,2,3,2,64,42
48033,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2509,5,2,5,4,4,4,4,1,1,5,1,4,1,2,0,0
82111,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2536,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0
57128,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2454,5,2,5,4,3,4,4,4,4,5,4,4,4,1,71,52
67870,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1190,5,2,5,4,2,4,4,2,2,2,2,4,2,3,0,6
74707,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1211,5,2,5,4,4,4,4,1,1,5,1,4,1,1,42,34
42555,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1970,1,3,1,2,3,1,5,3,2,3,5,1,2,3,34,41
73066,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco Plus,2394,1,3,1,2,1,1,1,1,2,2,4,5,2,1,0,0
100359,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2113,1,3,1,2,3,1,5,3,3,3,3,4,1,3,0,0
100352,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2413,5,2,5,4,5,3,3,1,1,2,1,2,1,3,8,22
81284,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1961,5,2,5,4,5,5,5,5,2,2,4,3,4,5,7,0
58821,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2596,1,3,1,2,1,1,1,1,3,3,4,2,4,1,12,7
55253,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2597,1,3,1,2,1,1,1,1,3,4,3,1,3,1,50,31
55212,satisfied,Female,Loyal Customer,33,Personal Travel,Business,1030,5,2,5,4,4,4,4,2,2,5,2,1,2,2,3,9
56686,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2249,1,3,1,2,3,1,5,3,2,4,3,3,3,3,7,0
125947,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2503,5,2,,4,5,2,4,4,4,2,1,1,4,3,2,8
46946,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2793,5,2,5,4,2,5,2,2,4,3,4,2,4,2,0,0
87215,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2710,5,2,5,4,2,5,2,2,1,2,4,4,3,2,0,0
56778,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2230,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0,20
106991,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2191,1,3,1,2,1,1,1,1,2,3,2,4,3,1,30,20
121647,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,2748,1,3,1,2,2,1,2,2,3,3,1,5,3,2,35,17
47239,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,1880,1,3,1,2,1,1,1,1,1,1,4,3,4,1,36,26
86993,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2262,1,3,1,2,3,1,3,3,2,5,2,4,3,3,8,2
53264,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,902,1,3,1,2,3,1,3,5,5,1,5,4,5,4,0,0
12556,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1673,5,2,5,4,3,4,4,4,4,5,4,2,4,2,2,0
119978,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1655,5,2,5,4,3,5,3,3,3,1,4,4,4,3,0,0
28350,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,909,5,2,5,4,2,4,4,4,4,5,4,4,4,1,0,0
54720,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2697,1,3,1,2,3,1,3,3,2,2,3,3,2,3,34,19
66724,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2459,5,2,5,4,5,4,4,2,2,5,2,2,2,1,10,2
105818,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1649,1,3,1,2,1,1,1,1,3,1,3,3,3,1,77,93
19233,satisfied,Female,Loyal Customer,36,Personal Travel,Business,811,5,3,0,3,1,2,5,1,1,0,1,2,1,5,100,91
111354,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2382,1,3,1,2,4,1,4,4,2,2,2,4,2,4,0,23
3962,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,801,5,3,0,3,4,3,4,4,4,0,4,1,4,4,0,0
97627,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2167,1,3,,2,2,1,2,2,3,3,3,1,3,2,0,0
101302,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1872,1,3,1,2,5,1,5,5,2,5,3,2,2,5,16,13
86520,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1604,1,3,1,2,5,1,5,5,1,3,3,4,3,5,11,11
13376,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2406,1,3,1,2,2,1,2,2,4,3,3,5,5,2,0,0
11925,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2251,1,3,1,2,5,1,5,5,1,2,3,1,2,5,0,0
19640,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2283,1,3,1,2,3,1,3,3,4,5,3,4,1,3,42,33
100844,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2056,1,3,1,2,5,1,5,5,1,4,3,1,3,5,0,0
68979,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,714,5,3,0,4,1,0,1,1,5,2,3,2,5,1,0,0
41334,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1718,1,3,1,2,1,1,1,1,3,5,3,3,3,1,0,6
129176,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1904,1,3,1,2,5,1,5,5,1,4,4,4,2,5,0,0
117182,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1773,5,3,1,2,3,2,4,2,2,1,2,5,2,5,0,0
118811,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1892,5,3,4,4,3,4,3,3,5,3,5,5,5,3,1,0
45930,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2216,1,3,1,2,4,1,2,4,3,3,4,4,5,4,0,0
109251,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2151,5,3,4,5,2,4,2,2,3,2,1,1,4,2,0,0
63642,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1281,1,3,1,2,2,1,2,2,3,2,2,1,2,2,0,1
19841,satisfied,Female,Loyal Customer,13,Personal Travel,Eco Plus,2052,5,3,5,1,2,5,2,2,2,5,2,2,2,5,14,12
72197,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2024,5,3,5,1,5,5,5,5,1,2,5,3,4,5,0,0
46289,satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,1488,5,3,5,1,1,5,1,1,4,1,3,4,3,1,68,68
97754,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2071,1,3,1,2,1,1,1,1,4,2,2,4,2,1,34,26
42566,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2170,1,3,1,2,5,1,5,5,4,4,2,5,4,5,0,0
2706,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2506,1,3,1,2,1,1,1,4,1,3,3,1,2,1,145,138
22034,satisfied,Female,Loyal Customer,19,Personal Travel,Eco Plus,1875,5,3,5,2,3,4,4,1,1,5,1,5,1,2,6,0
91126,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1593,1,3,1,2,4,1,4,4,4,1,2,3,2,4,0,0
116450,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2026,1,3,1,2,2,1,2,2,2,2,5,3,1,2,50,36
4051,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1590,5,3,5,2,4,2,4,1,1,5,1,1,1,4,54,46
13476,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco Plus,1835,1,3,1,2,3,1,3,3,4,1,5,5,3,3,0,0
11366,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,489,5,3,5,2,1,5,1,3,3,3,3,2,3,5,0,0
52368,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1513,1,3,1,2,5,1,5,5,2,2,5,4,2,5,0,7
87410,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1705,1,3,1,2,5,1,5,5,3,3,3,1,2,5,0,0
116117,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2078,1,3,1,2,2,1,2,2,5,1,3,2,2,2,0,0
17099,neutral or dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,1974,1,3,1,2,1,2,2,5,2,5,4,2,3,2,226,221
115983,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1866,5,3,5,2,5,5,5,5,5,3,5,4,5,5,0,0
113827,satisfied,Female,Loyal Customer,16,Personal Travel,Eco Plus,1337,5,3,5,2,3,3,3,1,1,5,1,3,1,2,0,0
53588,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1569,1,3,1,2,3,1,3,3,1,1,3,5,5,3,4,0
116270,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1472,5,3,5,3,4,5,4,4,1,3,3,3,2,4,0,0
118787,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1305,5,3,5,3,4,5,1,1,1,5,1,4,1,1,0,0
93737,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,1374,1,3,1,2,4,1,3,4,5,2,1,1,4,4,2,0
116009,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,362,5,3,5,3,5,3,3,2,5,3,2,3,4,3,2,0
119225,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2280,5,3,5,3,2,2,3,2,2,5,2,3,2,2,0,0
120034,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco Plus,1844,1,3,1,2,5,1,5,5,3,3,3,5,1,5,0,0
127216,satisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,346,5,3,5,3,4,4,1,5,5,5,4,5,5,2,0,0
93045,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2166,1,3,1,2,3,1,3,3,2,2,3,3,5,3,0,0
58347,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,321,5,3,5,3,3,3,3,3,4,4,4,3,3,3,0,10
8999,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1639,5,3,5,3,5,3,3,1,1,5,1,2,1,1,6,0
111339,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,314,5,3,5,3,2,5,2,2,4,5,3,2,3,2,19,28
9701,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,917,5,3,5,3,1,5,1,1,2,3,4,4,4,1,1,4
120324,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,303,5,3,5,3,2,5,2,2,1,3,3,4,2,2,0,0
51460,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco Plus,1590,1,3,1,2,3,1,3,3,3,1,2,1,2,3,0,0
45650,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1465,5,3,,3,5,4,2,2,2,5,2,2,2,2,0,13
117982,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1231,5,3,5,3,4,3,4,4,2,1,3,2,3,4,96,88
117984,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1565,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0,0
65189,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1619,1,3,1,2,5,1,4,5,4,4,2,1,3,5,0,0
111110,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco Plus,1911,1,3,1,2,4,1,4,4,2,5,2,3,3,4,22,19
95308,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1758,5,3,5,3,2,2,3,3,3,5,3,5,3,1,30,15
95240,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1611,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0
102409,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2035,1,3,1,2,5,1,3,5,5,4,1,3,3,5,92,100
44259,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1349,1,3,1,2,1,1,1,1,1,3,1,5,1,1,0,0
22463,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1601,1,3,1,2,2,1,3,2,4,4,2,4,3,2,51,49
33036,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1753,1,3,1,2,2,1,4,2,3,4,2,4,4,2,0,0
57655,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1360,5,3,5,3,3,1,3,4,4,5,4,1,4,1,51,48
40510,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,233,5,3,5,3,3,3,3,5,5,5,5,1,5,3,0,0
9081,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1978,5,3,5,3,5,5,5,5,2,4,3,3,3,5,0,0
39307,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1102,1,3,1,2,5,1,5,5,2,3,3,2,2,5,29,18
92949,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,814,1,3,1,2,1,1,1,1,3,5,2,3,3,1,0,0
1265,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,125,5,3,5,3,2,5,5,2,1,1,3,1,3,2,127,123
33271,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,1301,1,3,1,2,5,1,5,5,4,2,2,4,4,5,0,0
51417,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1531,1,3,1,2,2,1,2,2,1,4,2,2,2,2,10,24
51021,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1582,5,3,5,3,1,5,1,1,3,3,2,4,2,1,0,0
84492,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,4087,1,3,1,3,1,5,5,4,3,1,3,5,1,5,18,23
27186,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,4023,1,3,1,3,1,3,3,2,4,4,3,3,3,3,29,33
29350,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2600,5,3,5,3,3,5,3,3,4,2,3,1,5,3,0,0
56071,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3726,5,3,5,3,4,5,4,4,2,5,3,4,4,4,0,0
80185,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,4009,1,3,1,3,1,5,1,3,1,4,4,1,4,1,3,28
121193,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,4287,1,3,1,3,1,4,4,3,1,2,3,4,1,4,160,165
92356,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,4127,1,3,1,3,1,3,3,3,4,4,4,3,4,3,9,42
75364,satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,2502,5,3,5,4,1,5,4,1,1,4,3,2,3,1,2,37
69604,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,3752,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79
35704,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,3491,1,3,,3,1,5,5,1,5,3,4,5,2,5,0,0
62210,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3552,1,3,1,3,1,1,1,1,2,3,3,2,4,1,30,23
62809,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,2476,5,3,5,4,3,5,4,3,4,3,5,3,1,3,0,18
56984,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,4017,5,3,5,4,3,2,1,3,3,5,4,3,3,4,8,0
38305,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,3507,1,3,1,3,2,1,2,2,1,1,3,2,3,2,0,0
75479,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,3883,1,3,1,3,1,1,1,1,3,3,3,5,3,1,9,6
56297,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,3853,5,3,5,4,2,4,3,3,3,5,3,1,3,1,0,0
124217,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3728,5,3,5,4,4,5,4,4,1,4,3,2,4,4,0,0
89181,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,3362,1,3,1,3,1,1,1,1,2,5,3,4,4,1,11,0
92223,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3528,5,3,5,4,2,3,3,1,1,5,1,4,1,2,5,0
55308,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2842,5,3,5,4,4,2,4,1,1,5,1,1,1,3,32,9
127320,satisfied,Female,Loyal Customer,55,Personal Travel,Eco Plus,1985,5,3,5,4,5,5,5,5,4,4,3,3,3,5,18,0
108869,satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,1935,5,3,5,4,3,3,3,4,4,5,4,1,4,2,0,0
73860,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1825,5,3,5,4,4,5,5,4,4,1,4,2,3,4,1,16
74222,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3107,5,3,5,5,3,5,3,3,5,3,2,3,3,3,45,30
36157,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Business,2435,1,3,1,3,3,1,4,3,4,4,3,2,3,3,42,91
92260,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3245,5,4,0,3,4,0,4,4,3,5,4,1,3,4,118,103
92139,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2929,1,3,1,3,3,1,3,3,3,2,2,3,3,3,0,0
77519,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2927,5,4,0,3,2,0,2,2,5,5,5,5,4,2,0,0
58554,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1529,5,4,0,3,4,4,4,3,3,0,3,5,3,5,8,10
61099,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2849,1,3,1,3,3,1,2,3,4,3,3,4,3,3,0,0
61037,satisfied,Female,Loyal Customer,31,Personal Travel,Business,2813,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0
106830,satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,1501,5,4,0,4,1,1,2,1,1,0,1,5,1,1,10,10
67549,neutral or dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,3100,1,3,1,3,3,1,3,3,3,1,2,3,3,3,0,0
74716,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2915,1,3,1,3,2,1,2,2,2,5,2,3,4,2,0,0
81848,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1433,5,4,0,4,2,0,1,2,1,5,5,3,1,2,0,0
69848,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1386,5,4,0,4,3,0,1,3,4,2,5,4,5,3,0,0
128727,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1284,5,4,0,4,2,4,5,1,1,0,1,5,1,4,0,0
33900,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1261,5,4,1,1,3,3,5,3,3,1,3,1,3,2,0,0
101732,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1216,5,4,1,3,3,1,3,3,3,5,1,2,5,3,23,0
41591,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2821,5,4,2,1,5,2,4,3,3,2,3,1,3,1,44,39
53736,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1959,1,3,1,3,2,1,2,2,2,1,3,2,4,2,0,0
74737,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2065,1,3,1,3,3,1,3,3,3,1,4,3,3,3,90,70
74813,satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,2666,5,4,4,1,2,4,3,2,4,5,4,4,4,2,23,5
91648,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2546,1,3,1,3,2,1,2,2,3,5,4,2,4,2,5,0
88987,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1236,5,4,4,2,3,5,5,3,3,4,3,3,3,3,0,0
63930,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2013,5,4,,3,1,4,1,1,4,2,3,3,4,1,0,0
110031,satisfied,Female,Loyal Customer,64,Personal Travel,Eco Plus,1151,5,4,4,4,5,4,5,5,2,4,3,1,3,5,31,32
104468,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2724,1,3,1,3,1,1,1,1,2,4,1,1,2,1,13,21
67231,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1898,1,3,1,3,5,1,5,5,3,1,4,3,3,5,8,0
111162,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2688,5,4,4,4,2,4,4,1,1,4,2,3,1,4,8,0
72895,satisfied,Female,Loyal Customer,21,Personal Travel,Business,2211,5,4,4,4,5,4,5,5,3,4,4,5,4,5,31,33
42550,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1109,5,4,4,5,5,4,5,5,5,3,4,4,4,5,0,0
41059,satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,1117,5,4,5,1,4,5,1,3,3,5,3,2,3,4,0,1
89775,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1091,5,4,5,1,1,5,1,1,5,5,4,2,3,1,0,1
35512,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2821,1,3,1,3,2,1,4,2,2,4,3,1,4,2,4,24
37912,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1966,1,3,1,3,3,1,3,3,1,1,4,4,3,3,0,3
34207,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2256,5,4,5,1,3,5,3,3,3,4,4,5,5,3,3,1
37716,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2549,5,4,5,1,2,5,4,5,5,5,4,5,5,5,16,18
35495,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1063,5,4,5,1,2,4,5,4,4,5,3,4,4,5,0,0
60060,satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,1050,5,4,5,1,3,5,3,3,3,5,5,4,4,3,3,0
81296,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1771,5,4,5,1,4,4,5,4,4,5,4,5,4,5,33,27
7919,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1033,5,4,5,1,2,5,2,2,3,2,5,4,5,2,0,0
100380,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2499,5,4,5,1,1,1,5,4,4,5,4,4,4,5,0,0
35489,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2815,1,3,1,3,3,1,3,3,5,5,5,2,3,3,0,37
125889,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1725,5,4,5,1,4,4,4,5,5,5,5,4,5,4,9,54
109544,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2158,1,3,1,3,4,1,4,4,2,5,4,2,4,4,1,0
89519,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Business,983,1,3,1,3,5,3,3,4,4,1,4,4,4,1,0,67
114321,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2221,5,4,5,1,4,5,5,5,5,5,5,3,5,5,0,0
63108,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,1976,1,3,1,3,3,1,3,3,1,2,4,4,4,3,0,0
13377,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,985,5,4,5,1,1,5,1,1,5,4,4,4,4,1,0,0
83511,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1673,1,3,1,3,4,1,4,4,2,3,3,3,3,4,2,8
37725,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2341,1,3,1,3,2,1,2,2,2,2,4,2,3,2,120,108
81092,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2320,5,4,5,1,3,5,5,1,1,5,1,4,1,4,0,0
58146,neutral or dissatisfied,Female,Loyal Customer,48,Personal Travel,Business,2776,1,3,1,3,1,2,2,3,5,2,2,2,4,2,306,299
